id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,lum,var,var_min,var_max
94873,95168,181577,7340,GJ 4107,44Rho1Sgr,,19.361211,-17.847197,38.9257,-26.95,22.24,1.2,3.92,0.969,0.228,12.926473,-34.724544,-11.929933,-0.00000391,-0.00000407,0.00000362,5.06875317574874,-0.311492357552583,-0.0000001306572869,0.000000107822562,35.6779588288562,Rho-1,3.942,3.912
94881,95176,181615,7342,,46Ups Sgr,,19.362117,-15.955018,546.4481,1.79,-6.27,9,4.52,-4.168,0.079,183.411949,-492.34429,-150.209092,0.00000594,-0.00000236,-0.0000185,5.06899050393394,-0.278467587980899,0.0000000086781649,-0.000000030397817,4047.62248687874,Ups,4.597,4.447
94946,95241,181454,7337,,Bet1Sgr,Arkab Prior,19.377303,-44.458965,96.1538,7.31,-22.43,-11,3.96,-0.955,-0.085,24.213622,-64.216561,-67.345884,-0.00000223,0.00001557,0.00000042,5.07296605509895,-0.775955313507445,0.00000003543988,-0.000000108743708,209.893988362352,,,
94999,95294,181623,7343,,Bet2Sgr,Arkab Posterior,19.386976,-44.799778,41.1353,92.78,-53.73,19,4.27,1.199,0.35,10.367344,-27.285432,-28.985346,0.00001951,0.00000074,-0.00002129,5.07549852083866,-0.781903637290913,0.0000004498101328,-0.00000026049039,28.8668901794827,,,
95052,95347,181869,7348,,Alp Sgr,Rukbat,19.398103,-40.61594,55.7414,32.67,-120.81,-1,3.96,0.229,-0.105,15.143928,-39.50987,-36.286833,0.00000036,0.00002373,-0.00002411,5.07841145590051,-0.708881878904811,0.0000001583886294,-0.000000585703407,70.5342414258097,,,
95077,95372,182568,7372,,2    Cyg,,19.402105,29.621338,258.3979,10.57,10.85,-21,4.99,-2.071,-0.12,80.615025,-209.663862,127.717111,0.00000325,0.00002845,0.0000012,5.07945919739205,0.516989868269985,0.000000051244806,0.000000052602284,586.678266401977,,,
95207,95501,182640,7377,Gl 760,30Del Aql,,19.424972,3.114775,15.5255,253.06,80.67,-29.9,3.36,2.405,0.319,5.650026,-14.436012,0.843584,0.00000649,0.00003568,0.0000044,5.08544584810813,0.054363084117965,0.0000012268695,0.000000391099196,9.50604793656281,,,
95289,95585,182835,7387,,32Nu  Aql,,19.441969,0.33857,869.5652,-0.86,-2.3,-1,4.64,-5.057,0.576,320.519466,-808.322022,5.138372,-0.00000373,-0.00000044,-0.0000097,5.08989563051777,0.0059091624312525,-0.0000000041693977,-0.000000011150714,9179.09786057337,,,
95473,95771,183439,7405,,6Alp Vul,Anser,19.478427,24.664905,91.1577,-126.45,-106.99,-86,4.44,-0.359,1.502,31.268751,-76.712143,38.040745,-0.00007447,0.00003465,-0.00007967,5.09944025983963,0.430483797356135,-0.0000006130468991,-0.000000518702156,121.22717925365,,,
95554,95853,184006,7420,,10Iot2Cyg,,19.495098,51.729779,37.2024,20.92,128.12,-20,3.76,0.907,0.148,8.790467,-21.299308,29.207404,-0.00000827,0.00002992,-0.00000175,5.10380462045144,0.902854961003761,0.000000101423022,0.000000621143287,37.7746109388219,,,
95648,95947,183912,7417,,6Bet1Cyg,Albireo,19.512023,27.959681,133.1558,-7.09,-5.63,-24,3.05,-2.572,1.088,45.350466,-108.51838,62.430012,-0.00001193,0.00001667,-0.00001472,5.10823554723371,0.487988492168663,-0.00000003437329,-0.00000002729501,930.679183162653,,,
95752,96052,184171,7426,,8    Cyg,,19.529534,34.452968,263.8522,1.06,-3.58,-22,4.74,-2.367,-0.15,84.812094,-200.358656,149.268877,-0.00000497,0.00001523,-0.0000165,5.11281998396647,0.601317734132121,0.000000005139025,-0.000000017356329,770.548536629715,,,
95799,96100,185144,7462,Gl 764,61Sig Dra,Alsafi,19.539149,69.661175,5.7547,598.43,-1738.81,28.2,4.67,5.87,0.786,0.784452,-1.840016,5.396152,0.00003712,-0.00004452,0.00001019,5.11533717611695,1.21581687059837,0.0000029012705085,-0.000008429988758,0.390840895792402,,,
95927,96229,184406,7429,GJ 9661,38Mu  Aql,,19.568153,7.378941,32.9924,212.76,-155.39,-25.1,4.45,1.858,1.176,13.058329,-30.00016,4.237222,0.00002231,0.000034,-0.00002794,5.12293054353388,0.128786824170193,0.0000010314895867,-0.000000753351978,15.7325818544647,,,
95973,96275,184606,7437,,9    Vul,,19.57636,19.773403,169.4915,13.41,2.22,5,5,-1.146,-0.093,63.970652,-146.107351,57.339179,0.00001178,0.00000058,0.00000345,5.12507903986825,0.345110982175051,0.0000000650135146,0.000000010762863,250.264932573108,,,
96039,96341,184127,7424,,Iot Tel,,19.586942,-48.099202,113.6364,-7.04,-37.43,22,4.88,-0.398,1.096,30.630603,-69.435368,-84.579973,-0.00000368,-0.00000127,-0.00003052,5.12784930535477,-0.8394894338254,-0.0000000341308831,-0.00000018146576,125.660852007633,,,
96138,96441,185395,7469,Gl 765A,13The Cyg,,19.607372,50.221103,18.3352,-8.15,262.98,-27.3,4.49,3.174,0.395,4.792178,-10.707751,14.090766,-0.0000153,0.00003241,-0.0000065,5.13319786726724,0.876523593926399,-0.000000039512315,0.000001274963017,4.68166139724364,,,
96162,96465,184707,7440,,52    Sgr,,19.611786,-24.883623,58.1395,68.7,-23.19,-19,4.59,0.768,-0.075,21.600654,-48.11572,-24.463665,0.00000932,0.00002652,0.00000225,5.13435352633624,-0.434301150747555,0.0000003330669985,-0.000000112428292,42.933866347043,,,
96165,96468,184930,7447,,41Iot Aql,,19.612022,-1.286601,119.9041,1.89,-20.75,-21,4.36,-1.034,-0.079,49.101431,-109.356067,-2.692266,-0.0000079,0.00002028,-0.00001158,5.13441523317606,-0.0224554212398325,0.0000000091629786,-0.000000100598838,225.735571102145,,,
96180,96483,184915,7446,,39Kap Aql,,19.614847,-7.027477,515.4639,1.29,-2.69,-19,4.93,-3.631,-0.046,209.897982,-466.549626,-63.064577,-0.00000531,0.00001966,-0.00000429,5.13515493772334,-0.12265261511302,0.0000000062540965,-0.000000013041488,2468.31168969735,,,
96377,96683,185734,7478,,12Phi Cyg,,19.656279,30.153321,81.6327,1.95,36.07,6,4.68,0.121,0.971,29.657091,-64.054037,41.00541,-0.00000008,0.00000202,0.00001542,5.14600187672134,0.526274734132573,0.0000000094538668,0.000000174872294,77.9112191113092,,,
96450,96757,185758,7479,,5Alp Sge,Sham,19.668275,18.01389,130.3781,15.09,-19.72,2,4.39,-1.186,0.777,52.446573,-112.348474,40.319114,0.0000111,-0.00000122,-0.00001122,5.14914244313586,0.314401698454001,0.0000000731583844,-0.000000095605257,259.656979027379,,,
96530,96837,185958,7488,,6Bet Sge,,19.68415,17.476041,134.7709,9.06,-33.9,-22,4.39,-1.258,1.041,54.860279,-116.256022,40.472581,-0.00000097,0.00001592,-0.00002788,5.15329833933605,0.305014457921426,0.0000000439241195,-0.000000164351837,277.459755988042,,,
96811,97118,186675,7517,,15    Cyg,,19.737943,37.354355,88.6525,72.58,35.14,-24,4.89,0.152,0.948,30.968275,-63.300259,53.789134,0.00001542,0.00003946,-0.00000289,5.16738132493048,0.651956484680861,0.0000003518777693,0.000000170363527,75.7181509714706,,,
96858,97165,186882,7528,,18Del Cyg,Fawaris,19.749574,45.13081,50.5817,43.22,48.44,-20,2.86,-0.66,-0.002,15.779435,-32.006459,35.8481,-0.0000006,0.00002518,-0.00000612,5.17042644244414,0.787681221882777,0.0000002095364727,0.000000234843746,159.955802861467,,,
96970,97278,186791,7525,,50Gam Aql,Tarazed,19.770994,10.613261,121.0654,15.72,-3.08,-2,2.72,-2.695,1.507,53.215608,-106.431852,22.297682,0.0000075,0.00000563,-0.00000215,5.17603418586122,0.185236351342716,0.0000000762127106,-0.000000014932261,1042.3174293933,,,
96981,97290,186648,7515,,56    Sgr,,19.772707,-19.761113,63.6537,-128.89,-89.81,20,4.87,0.851,1.061,26.81435,-53.569015,-21.52133,-0.00003114,-0.00002664,-0.000033,5.17648249633191,-0.344896486847702,-0.0000006248763529,-0.000000435411166,39.7740669105028,,,
96986,97295,187013,7534,Gl 767.1A,17    Cyg,,19.773777,33.727598,21.2314,23.05,-448.66,4.2,5,3.365,0.476,7.908325,-15.787971,11.788652,0.0000152,-0.00002506,-0.00003602,5.17676271580859,0.588657626305734,0.0000001117495534,-0.000002175165059,3.926449353996,,,
97056,97365,187076,7536,,7Del Sge,,19.789795,18.534286,182.1494,-4.58,11.1,3,3.68,-2.622,1.313,77.993677,-154.087523,57.900217,-0.0000037,-0.00000164,0.00001027,5.18095624771092,0.323484315875283,-0.0000000222044666,0.000000053814318,974.540741766306,Del,3.734,3.624
97124,97433,188119,7582,,63Eps Dra,,19.80285,70.26793,45.3721,80.18,39.02,3,3.84,0.556,0.888,6.964788,-13.643765,42.707954,0.00001251,0.00001429,0.00000579,5.18437402433158,1.22640673827511,0.0000003887236091,0.000000189174298,52.1915265835448,,,
97338,97649,187642,7557,Gl 768,53Alp Aql,Altair,19.846388,8.868322,5.1295,536.82,385.54,-26.1,0.76,2.21,0.221,2.355468,-4.4873,0.790749,-0.00000112,0.00003087,0.00000536,5.195772105547,0.15478141706831,0.0000026025768,0.000001869150664,11.3762728582343,Alp,0.803,0.753
97368,97679,187811,7565,,12    Vul,,19.851141,22.610046,193.0502,23.35,-16.65,-31,4.9,-1.528,-0.153,83.025513,-157.691194,74.219432,0.00000849,0.00003078,-0.00002657,5.19701652953495,0.394619750687076,0.0000001132039944,-0.000000080721477,355.795130559743,V395,4.936,4.826
97493,97804,187929,7570,,55Eta Aql,,19.874547,1.005661,423.7288,6.94,-7.3,-15,3.87,-4.265,0.63,199.669191,-373.661462,7.43694,0.00000547,0.00002001,-0.00001526,5.20314413240311,0.0175520873252675,0.0000000336460694,-0.000000035391398,4425.88372362626,Eta,4.286,3.606
97575,97886,188260,7592,,13    Vul,,19.891026,24.079614,102.5641,22.78,36.29,-28,4.57,-0.485,-0.047,44.487071,-82.396016,41.846629,-0.00000595,0.00003486,0.00000479,5.20745846035487,0.420268543465235,0.0000001104405564,0.000000175938884,136.144468246595,,,
97627,97938,188310,7595,,59Xi  Aql,Libertas,19.904134,8.461453,56.2746,101.43,-81.28,-42,4.71,0.958,1.023,26.612383,-48.887669,8.280414,0.00000555,0.00004768,-0.00002825,5.21088998078202,0.147680209005109,0.0000004917465162,-0.000000394056559,36.0412628649144,,,
97721,98032,188114,7581,,Iot Sgr,,19.921026,-41.868288,55.7414,23.37,51.6,36,4.12,0.389,1.063,20.00728,-36.369941,-37.203168,0.00002323,-0.00002913,-0.00001419,5.21531233838338,-0.730739478066234,0.0000001133009571,0.000000250163859,60.8695372334901,,,
97725,98036,188512,7602,Gl 771A,60Bet Aql,Alshain,19.921887,6.406763,13.6986,46.35,-481.32,-40.7,3.71,3.027,0.855,6.563854,-11.925647,1.528534,-0.00001553,0.0000346,-0.00003641,5.21553781122248,0.111819115829439,0.0000002247111409,-0.000002333505207,5.36043457816143,,,
97744,98055,189037,7619,,24Psi Cyg,,19.927167,52.438948,86.2813,-36.62,-31.02,-10,4.91,0.23,0.124,25.425469,-46.044014,68.39548,-0.00001145,-0.00001095,-0.00001602,5.21692009253576,0.915232295094474,-0.0000001775387698,-0.000000150389203,70.4693068967147,,,
97755,98066,188376,7597,,58Ome Sgr,Terebellum,19.930651,-26.299506,25.9875,203.96,74.4,-21,4.7,2.626,0.748,11.280499,-20.384256,-11.514028,0.00001517,0.00002565,0.00001792,5.21783225222735,-0.459012976862943,0.0000009888259829,0.000000360701378,7.75532495758591,,,
97757,98068,188892,7613,,22    Cyg,,19.931045,38.486705,442.4779,1.46,0.6,-30,4.95,-3.279,-0.086,167.732556,-303.025518,275.368444,-0.00000928,0.00002323,-0.00001809,5.21793537693495,0.671719725452718,0.0000000070782797,0.000000002908882,1784.84291649801,,,
97762,98073,189276,7633,,,,19.932051,58.845969,280.8989,-9,-20.86,5,4.98,-2.263,1.584,70.410013,-127.123777,240.387588,0.00000234,-0.00002952,-0.00001032,5.21819870120923,1.02705591109384,-0.0000000436332312,-0.000000101132133,700.164359372975,,,
97799,98110,188947,7615,,21Eta Cyg,,19.938438,35.083424,41.3736,-34,-27.6,-27,3.89,0.806,1.019,16.453496,-29.589591,23.780105,-0.0000154,0.00001365,-0.0000204,5.2198708186793,0.612321255174969,-0.0000001648366514,-0.000000133808575,41.4572031786726,,,
97851,98162,188603,7604,,59    Sgr,,19.94912,-27.169899,255.102,9.6,-14.95,-16,4.54,-2.494,1.462,110.848419,-198.041135,-116.487313,-0.00000087,0.00002587,-0.00000898,5.22266728524349,-0.474204191196894,0.0000000465421133,-0.000000072479645,866.163741972303,,,
98026,98337,189319,7635,,12Gam Sge,,19.979285,19.492148,79.2393,64.37,22.58,-33,3.51,-0.985,1.571,36.997433,-64.89161,26.440286,0.00000429,0.0000424,-0.00000309,5.23056451465245,0.340202155870629,0.0000003120745662,0.000000109470929,215.774440915267,,,
98042,98353,189005,7618,,60    Sgr,,19.982555,-26.195767,96.0615,34.5,24.74,-49,4.84,-0.073,0.882,42.755999,-74.842869,-42.405153,-0.00000583,0.0000426,0.00003246,5.2314205465313,-0.45720238749959,0.0000001672607198,0.000000119942904,93.1536765238574,,,
98101,98412,189103,7623,,The1Sgr,,19.995605,-35.276305,158.9825,6.02,-25.15,1,4.37,-1.637,-0.15,64.765423,-112.475668,-91.815589,-0.00000115,0.00001129,-0.00001641,5.23483712737561,-0.6156876768931,0.0000000291857836,-0.00000012193064,393.368880673202,,,
98184,98495,188228,7590,,Eps Pav,,20.009845,-72.910504,32.2165,80.54,-131.34,-2,3.97,1.43,-0.032,4.754832,-8.186656,-30.794025,0.00000073,0.00002379,-0.00000407,5.23856504160321,-1.27252834660002,0.0000003904689383,-0.000000636754288,23.33458062281,,,
98232,98543,189849,7653,,15    Vul,,20.018346,27.753573,72.4638,57.99,3.76,-21,4.66,0.359,0.184,32.330025,-55.381221,33.744109,0.0000077,0.00002722,-0.00000883,5.24079060000522,0.484391228503698,0.0000002811434534,0.000000018228994,62.5748763354441,NT,4.666,4.656
98298,98608,189124,7625,,,,20.029093,-59.375893,145.7726,19.73,-26.89,-10,4.95,-0.868,1.356,37.617287,-64.023795,-125.441295,0.0000011,0.00002565,-0.00000088,5.24360420197022,-1.03630483470598,0.0000000956537392,-0.000000130366398,193.731392458196,NU,5.137,4.857
98375,98688,189763,7650,,62    Sgr,,20.044299,-27.709845,137.5516,32.28,14.35,10,4.43,-1.262,1.64,62.107193,-104.748215,-63.960733,0.0000254,-0.00000064,0.00000372,5.24758532335624,-0.483628026255824,0.0000001564978561,0.000000069570763,278.483840780501,V3872,4.499,4.349
98389,98702,190940,7685,,67Rho Dra,,20.04696,67.873565,131.406,16.43,47.8,-9,4.51,-1.083,1.313,25.272265,-42.555784,121.728524,-0.00000717,0.00003258,0.00000294,5.24828190698027,1.18461718073322,0.0000000796548877,0.000000231740939,236.156552391772,,,
98448,98761,189831,7652,,,,20.059291,-37.940699,112.3596,64.71,-85.44,-38,4.77,-0.483,1.417,45.491792,-76.04313,-69.083591,-0.00000018,0.00006895,-0.00001281,5.25151020607566,-0.66219011146707,0.0000003137229327,-0.000000414224808,135.89391171008,,,
98527,98842,190056,7659,,,,20.072108,-32.056296,89.1266,43.01,-10.78,-12,4.99,0.24,1.208,38.996702,-64.692445,-47.304087,0.00000927,0.00002062,0.00000257,5.25486552453569,-0.559487903300498,0.000000208518364,-0.000000052262914,69.8232404077171,,,
98804,99120,190421,7673,,Xi  Tel,,20.1231,-52.880793,331.1258,-12.72,6.88,36,4.93,-2.67,1.591,105.437453,-169.74555,-264.033901,-0.00000097,-0.00003713,-0.00002269,5.26821533740237,-0.922943947142166,-0.0000000616683002,0.000000033355181,1018.59138805412,,,
98924,99240,190248,7665,Gl 780,Del Pav,,20.145157,-66.182068,6.1084,1210.29,-1130.34,-21.7,3.55,4.62,0.751,1.313772,-2.087713,-5.587991,0.00000926,0.00005259,0.00000678,5.27398982895058,-1.15509499737587,0.0000058676514944,-0.000005480042956,1.23594743344451,,,
98939,99255,192907,7750,,1Kap Cep,,20.148145,77.711419,96.5251,11.11,23.72,-23,4.38,-0.543,-0.046,10.954137,-17.379882,94.313317,-0.00000405,0.00001618,-0.00002062,5.2747720822995,1.35632013323079,0.0000000538627999,0.000000114997805,143.615065290748,,,
98986,99303,191610,7708,,28    Cyg,,20.157116,36.839621,317.4603,3.15,12.96,-14,4.93,-2.578,-0.139,135.974862,-214.620058,190.341877,-0.00000844,0.00002238,0.00000738,5.27712069262677,0.642972689778714,0.0000000152716309,0.000000062831853,935.836543583529,V1624,4.966,4.866
99156,99473,191692,7710,,65The Aql,,20.188413,-0.821461,87.7963,35.48,6.05,-27,3.24,-1.477,-0.066,47.588681,-73.769106,-1.258706,-0.00000226,0.00003136,0.00000297,5.28531406010407,-0.0143371983517638,0.0000001720118939,0.000000029331227,339.468905380079,,,
99320,99639,192514,7730,,30    Cyg,,20.22168,46.815675,187.2659,13.39,1.93,-26,4.8,-1.562,0.1,70.407065,-107.081758,136.545862,-0.00000054,0.00002295,-0.00001819,5.29402356901983,0.81708766987291,0.0000000649165518,0.000000009356904,367.113199687964,,,
99336,99655,192696,7740,,33    Cyg,,20.223288,56.567722,48.8281,60.85,82.26,-18,4.28,0.837,0.114,14.789098,-22.47197,40.748751,-0.00000248,0.00002996,-0.00000464,5.29444439832984,0.987293000567664,0.0000002950091246,0.000000398807733,40.2902535083295,,,
99356,99675,192577,7735,,31    Cyg,,20.227196,46.741329,271.0027,4.2,1.87,-8,3.8,-3.365,1.27,102.254717,-155.030652,197.362343,0.00000053,0.00000921,-0.00000427,5.29546748616903,0.815790081327631,0.0000000203621746,0.000000009066015,1931.96831701692,V695,3.908,3.788
99423,99742,192425,7724,,67Rho Aql,,20.237949,15.197609,45.977,55.69,57.98,-23,4.94,1.627,0.072,24.533517,-36.968946,12.052766,-0.00000408,0.0000286,0.0000063,5.29828277343646,0.265248307580996,0.0000002699927387,0.000000281094971,19.4625615936124,,,
99451,99770,192640,7736,,29    Cyg,,20.242229,36.806302,42.6985,69.22,68.67,-17,4.93,1.778,0.151,18.93548,-28.464099,25.581078,-0.0000005,0.00002662,0.00000096,5.29940303939526,0.642391159063598,0.0000003355880297,0.000000332921554,16.9355770869152,V1644,4.947,4.917
99505,99824,192685,7739,,,,20.254415,25.591957,303.9514,6.9,-5.02,-7,4.79,-2.624,-0.181,152.562751,-227.755924,131.294561,0.00000663,0.00000837,-0.00000976,5.30259351070626,0.446663911045598,0.000000033452144,-0.000000024337646,976.337566582643,QR,4.818,4.748
99529,99848,192909,7751,,32    Cyg,,20.257867,47.714208,324.6753,3.88,1.2,-14,3.96,-3.597,1.451,121.738655,-181.384936,240.194033,-0.00000108,0.00001256,-0.00000932,5.30349712159425,0.832770031905435,0.0000000188107708,0.000000005817764,2392.21384751206,V1488,3.985,3.935
99554,99874,192806,7744,,23    Vul,,20.262816,27.814242,103.8422,-34.37,5.77,3,4.5,-0.582,1.258,51.282167,-76.194551,48.453459,-0.0000136,-0.00001079,0.000004,5.30479279898346,0.485450109770304,-0.000000166630462,0.000000027973749,148.867535949236,,,
99706,100027,192876,7747,,5Alp1Cap,,20.29413,-12.508212,174.5201,22.24,0.75,-26,4.3,-1.909,0.928,96.287073,-140.560798,-37.797433,0.00000093,0.00003194,0.00000638,5.31299088044742,-0.218309486184108,0.0000001078225626,0.000000003636102,505.358994753168,,,
99723,100044,193237,7763,,34    Cyg,,20.296445,38.03293,100000,-3.53,-6.88,-9,4.77,-15.23,0.377,44552.936147,-64954.352047,61611.427632,-0.00025296,-0.00265653,-0.00263269,5.31359689425317,0.663799858142166,-0.0000000171139229,-0.000000033355181,107646521.362984,P,4.868,4.688
99743,100064,192947,7754,,6Alp2Cap,Algedi,20.300904,-12.544852,32.4465,61.78,2.85,0.7,3.58,1.024,0.883,17.945333,-26.097385,-7.047505,0.00000846,0.00000485,0.00000028,5.31476423778155,-0.218948968099596,0.0000002995178918,0.000000013817189,33.9156386905822,,,
99985,100310,193432,7773,,8Nu  Cap,Alshat,20.344393,-12.75908,77.6398,15.71,-14.63,-2,4.77,0.32,-0.047,43.612148,-61.902343,-17.146901,0.00000298,0.00000603,-0.00000492,5.32614970643701,-0.222687947622109,0.0000000761642292,-0.000000070928241,64.8634433548238,,,
100020,100345,193495,7776,,9Bet Cap,Dabih,20.350187,-14.781367,100.2004,48.42,14,-19,3.05,-1.954,0.79,55.920163,-79.116953,-25.564218,0.00000936,0.0000275,0.00001153,5.32766659803436,-0.257983524103244,0.0000002347467841,0.000000067873915,526.744488331906,,,
100128,100453,194093,7796,,37Gam Cyg,Sadr,20.370473,40.256679,561.7978,2.43,-0.93,-8,2.23,-6.518,0.673,249.318228,-348.795593,363.040966,0.0000027,0.0000076,-0.00000722,5.33297725508351,0.702611597548289,0.0000000117809724,-0.000000004508767,35253.3181195886,,,
100260,100587,194317,7806,,39    Cyg,,20.397671,32.190172,76.6284,35.71,-5.81,-15,4.43,0.008,1.331,38.085495,-52.487418,40.822262,0.00000379,0.00001737,-0.00001,5.34009786186095,0.561824486532853,0.0000001731269653,-0.000000028167674,86.4569678033913,,,
100425,100751,193924,7790,,Alp Pav,Peacock,20.427459,-56.73509,54.8246,7.71,-86.15,2,1.94,-1.755,-0.118,17.850262,-24.200974,-45.841245,-0.00000905,0.00001572,-0.00001427,5.34789637906743,-0.990214121586119,0.0000000373791348,-0.000000417666985,438.530697774986,,,
100701,101027,194943,7822,Gl 791.1A,11Rho Cap,,20.481004,-17.813687,30.2663,-15.79,-7.66,18.4,4.77,2.365,0.386,17.427785,-22.947733,-9.2592,0.00000878,-0.0000154,-0.00000683,5.3619143051693,-0.310907486946361,-0.0000000765520802,-0.000000037136727,9.8627948563121,,,
100750,101076,195295,7834,,41    Cyg,,20.489926,30.368555,235.8491,6.87,-0.64,-18,4.01,-2.853,0.404,123.449711,-161.764331,119.235866,-0.00000317,0.0000171,-0.00000994,5.36425017343362,0.530031273850439,0.0000000333066999,-0.000000003102807,1205.59100772953,,,
100767,101093,195725,7850,,2The Cep,,20.493015,62.994105,41.841,45,-13.31,-7,4.21,1.102,0.199,11.538446,-15.094197,37.278593,0.00000674,0.00000621,-0.0000076,5.36505874095387,1.09945453737388,0.0000002181661562,-0.0000000645287,31.5645789129907,,,
100775,101101,195135,7831,,69    Aql,,20.494167,-2.885531,61.2745,71.88,-22.39,-23,4.91,0.974,1.16,37.179947,-48.607366,-3.084593,0.00000248,0.0000319,-0.00000546,5.36536032223564,-0.0503620108106013,0.0000003484840736,-0.000000108549783,35.5140334982882,,,
100812,101138,195556,7844,,45Ome1Cyg,,20.500983,48.951569,278.5515,10.01,7.64,-22,4.94,-2.285,-0.087,111.394275,-145.094477,210.07079,-0.00000301,0.00002612,-0.00001019,5.36714470363618,0.854366051097944,0.0000000485298494,0.000000037039765,714.496326075514,V2014,4.961,4.921
101095,101421,195810,7852,,2Eps Del,Aldulfin,20.553547,11.303263,101.3171,10.75,-28.54,-19,4.03,-0.998,-0.123,61.580495,-77.965441,19.858319,-0.00000596,0.00001607,-0.00001755,5.38090614902787,0.19727915129904,0.0000000521174707,-0.000000138365824,218.373532760217,,,
101148,101474,196093,7866,,47    Cyg,,20.565052,35.250852,847.4576,-2.26,-5.35,-4,4.61,-5.031,1.593,430.589579,-541.795293,489.116345,-0.00000145,-0.00001309,-0.00002031,5.3839179941281,0.615243427046604,-0.0000000109567892,-0.000000025937531,8961.89806861615,,4.657,4.547
101263,101589,196180,7871,,4Zet Del,,20.588482,14.674213,67.4764,45.08,11.71,-25,4.64,0.494,0.12,40.925879,-50.85202,17.09324,-0.00000463,0.00002927,-0.00000277,5.39005192334756,0.256113335752209,0.0000002185540072,0.000000056771681,55.2586155630078,,,
101285,101612,195627,7848,,Phi1Pav,,20.593003,-60.581749,27.7932,70.15,-185.58,-20,4.75,2.53,0.291,8.571694,-10.624832,-24.209317,-0.00001263,0.00003071,0.00000554,5.39123544784697,-1.05735098952575,0.0000003400967969,-0.000000899717228,8.47227414140596,,,
101365,101692,196321,7873,,70    Aql,,20.61212,-2.549957,398.4064,9.09,-16.05,-10,4.91,-3.092,1.606,251.457146,-308.516947,-17.725279,0.00000628,0.00002008,-0.00003051,5.39624041460868,-0.0445051478602063,0.0000000440695636,-0.000000077812595,1502.44990299891,,,
101442,101769,196524,7882,,6Bet Del,Rotanev,20.625816,14.595087,30.931,118.28,-47.65,-23,3.64,1.188,0.425,18.994041,-23.134214,7.794139,0.00000041,0.00002746,-0.00001284,5.39982607757919,0.254732323629967,0.0000005734376214,-0.000000231013718,29.1608379852123,,,
101445,101772,196171,7869,Gl 794.1,Alp Ind,,20.626116,-47.291502,30.1477,49.2,66.07,-1.3,3.11,0.714,0.998,12.976855,-15.802893,-22.152943,0.00000949,-0.00000022,0.00000753,5.3999045901229,-0.825392413231518,0.0000002385283308,0.000000320316398,45.1232113344337,,,
101446,101773,195961,7859,,Rho Pav,,20.626465,-61.529918,58.1395,59.15,-71.7,8,4.86,1.038,0.447,17.590562,-21.417286,-51.108529,0.00000408,0.00002129,-0.00001683,5.39999591921381,-1.07389966359982,0.000000286767292,-0.000000347611408,33.4811217386054,Rho,4.874,4.844
101519,101847,196574,7884,,71    Aql,,20.638967,-1.105121,103.4126,15.66,-17.01,-6,4.31,-0.763,0.949,65.883837,-79.683729,-1.994498,0.00000204,0.00000986,-0.00000841,5.40326902231595,-0.0192879965845613,0.0000000759218224,-0.000000082466807,175.873335413557,,,
101539,101867,196724,7891,,29    Vul,,20.642038,21.201174,71.3776,74.38,-2.48,-18,4.81,0.542,-0.03,42.445603,-51.252204,25.813199,0.00000907,0.0000294,-0.00000746,5.40407282628864,0.370030283795434,0.0000003606044156,-0.000000012023379,52.8688665850881,,,
101629,101958,196867,7906,,9Alp Del,Sualocin,20.660635,15.912072,77.821,54.14,7.91,-3,3.77,-0.685,-0.057,48.015095,-57.406003,21.335542,0.00001325,0.00001599,0.00000203,5.40894159668361,0.277718045551668,0.0000002624781267,0.000000038348762,163.681652142781,,,
101767,102098,197345,7924,,50Alp Cyg,Deneb,20.690532,45.280338,432.9004,1.56,1.55,-5,1.25,-6.932,0.092,197.250632,-232.113407,307.600832,-0.00000133,0.00000662,-0.00000134,5.41676854217707,0.790290982752855,0.0000000075630934,0.000000007514612,51617.8605496673,Alp,1.294,1.224
101950,102281,197461,7928,,11Del Del,,20.724315,15.074581,68.4463,-19.61,-41.74,9,4.43,0.253,0.302,43.241717,-49.981753,17.801271,0.00000325,-0.0000137,-0.00001098,5.42561299212033,0.263101067339238,-0.0000000950719628,-0.00000020236123,68.9922009844048,Del,4.456,4.386
102002,102333,197157,7920,GJ 4158,Eta Ind,,20.733966,-51.920971,24.1721,155.49,-53.64,-1.6,4.51,2.593,0.278,9.78249,-11.249611,-19.027319,0.00000984,0.00001645,-0.00000259,5.42813958207193,-0.906191891473008,0.0000007538367919,-0.000000260054058,7.99466002520316,,,
102057,102388,197752,7939,,30    Vul,,20.747919,25.270617,99.6016,-27.74,-177.6,31,4.92,-0.071,1.183,59.35045,-67.750673,42.51946,0.00003294,-0.00005793,-0.00006401,5.43179238523599,0.44105546199541,-0.000000134487315,-0.000000861029096,92.9822390585381,,,
102064,102395,197051,7913,,Bet Pav,,20.749314,-66.203212,41.425,-42.4,10.57,10,3.42,0.334,0.163,11.018527,-12.568841,-37.903223,-0.0000024,-0.00001018,-0.0000085,5.43215773534125,-1.15546403260795,-0.0000002055610006,0.000000051244806,64.0324324468947,,,
